a,b,n_full,n_margin,effect_full,effect_margin,delta,abs_delta,sign_flip
Claude 4.1 Opus (Inspect),GPT-5.2,157,60,-0.16480891719745222,-0.27708333333333335,-0.11227441613588113,0.11227441613588113,False
Claude 4.1 Opus (Inspect),GPT-5.3-Codex,157,60,-0.1531316348195329,-0.22916666666666666,-0.07603503184713375,0.07603503184713375,False
Claude 4.1 Opus (Inspect),Gemini 3 Pro,157,60,-0.10828025477707007,-0.22083333333333333,-0.11255307855626326,0.11255307855626326,False
Claude 4.1 Opus (Inspect),human,117,42,0.02783660201201432,0.0687299632496677,0.04089336123765337,0.04089336123765337,False
Claude 4.1 Opus (Inspect),o1 (Inspect),157,60,0.10031847133757962,0.20833333333333334,0.10801486199575372,0.10801486199575372,False
Claude 4.1 Opus (Inspect),o1-preview,142,54,0.2017521797451375,0.37533068783068785,0.17357850808555034,0.17357850808555034,False
Claude 4.1 Opus (Inspect),o3 (Inspect),157,60,-0.0410828025477707,-0.095,-0.0539171974522293,0.0539171974522293,False
Claude Opus 4.5 (Inspect),Claude Opus 4.6 (Inspect),157,60,-0.04375189566272369,0.022222222222222223,0.06597411788494591,0.06597411788494591,True
Claude Opus 4.5 (Inspect),GPT-4 0314,142,53,0.5539906103286384,0.9056603773584907,0.3516697670298523,0.3516697670298523,False
Claude Opus 4.5 (Inspect),GPT-4 1106 (Inspect),157,60,0.5414012738853503,0.8875,0.34609872611464965,0.34609872611464965,False
Claude Opus 4.5 (Inspect),GPT-4 Turbo (Inspect),157,60,0.5690021231422506,0.9027777777777778,0.33377565463552716,0.33377565463552716,False
Claude Opus 4.5 (Inspect),GPT-4o (Inspect),157,60,0.4840764331210191,0.8083333333333333,0.32425690021231424,0.32425690021231424,False
Claude Opus 4.5 (Inspect),GPT-5 (Inspect),157,60,0.04093804284887088,0.07,0.02906195715112913,0.02906195715112913,False
Claude Opus 4.5 (Inspect),GPT-5.1-Codex-Max (Inspect),157,60,0.018577494692144373,0.06111111111111111,0.04253361641896673,0.04253361641896673,False
Claude Opus 4.5 (Inspect),GPT-5.2,157,60,-0.035828025477707005,-0.010416666666666666,0.02541135881104034,0.02541135881104034,False
Claude Opus 4.5 (Inspect),GPT-5.3-Codex,157,60,-0.024150743099787684,0.0375,0.061650743099787686,0.061650743099787686,True
Claude Opus 4.5 (Inspect),Gemini 3 Pro,157,60,0.020700636942675158,0.04583333333333333,0.025132696390658172,0.025132696390658172,False
Claude Opus 4.5 (Inspect),human,117,42,0.12826395243936475,0.2889680584877629,0.16070410604839816,0.16070410604839816,False
