source,model,d,ability_scale,difficulty_scale,median_of_median_abs_delta,p2_5,p97_5,mean_sign_flip,mean_rho,mean_in_band,n
mmlu-pro,non-compensatory-mirt,2,2.0,1.0,0.07440432570396373,0.048080133225077426,0.10705954804654627,0.014025709219858155,0.9894570149274033,0.30089594414893617,1000
mmlu-pro,non-compensatory-mirt,2,2.0,1.5,0.08510984697092747,0.05969633782861949,0.1132413258373993,0.0172686170212766,0.9866859877267444,0.32412657912234044,1000
mmlu-pro,non-compensatory-mirt,2,2.0,2.0,0.0956033142846632,0.07428555641830324,0.12308977307259462,0.019906028368794328,0.9853415287896407,0.3109053357712766,1000
mmlu-pro,non-compensatory-mirt,3,0.5,0.5,0.05495086106924679,0.041213201727332054,0.07080149395924237,0.12114982269503546,0.9250360987530937,0.01546201795212766,1000
mmlu-pro,non-compensatory-mirt,3,0.5,1.0,0.04648104864749992,0.03668765821208089,0.056722814221870727,0.0571968085106383,0.9794998269368492,0.07067977061170212,1000
mmlu-pro,non-compensatory-mirt,3,0.5,1.5,0.04770877107695458,0.03770697592179739,0.057330564876092706,0.046873226950354605,0.9852744407533286,0.10852119348404256,1000
mmlu-pro,non-compensatory-mirt,3,0.5,2.0,0.049221962392346205,0.03920809390343581,0.05930723110793002,0.04425886524822695,0.9868945839704903,0.1224711602393617,1000
mmlu-pro,non-compensatory-mirt,3,1.0,0.5,0.09222008853583427,0.06913239040319286,0.12879278529612087,0.08886170212765956,0.9513940197153509,0.0107421875,1000
mmlu-pro,non-compensatory-mirt,3,1.0,1.0,0.08375401541552721,0.06701943113497796,0.10309182438704541,0.04064095744680851,0.9804820200884479,0.05663638630319148,1000
mmlu-pro,non-compensatory-mirt,3,1.0,1.5,0.0861098169810677,0.06999347608892707,0.10436424460526776,0.03619858156028369,0.9826151578919524,0.09794481382978723,1000
mmlu-pro,non-compensatory-mirt,3,1.0,2.0,0.08890085808563356,0.07313549429712926,0.10652916082763797,0.03568617021276596,0.9839478735233121,0.11933028590425532,1000
mmlu-pro,non-compensatory-mirt,3,1.5,0.5,0.12745072967812332,0.09138683250155144,0.1864516382239953,0.10070678332058837,0.9404233441825451,0.006892736353515362,946
mmlu-pro,non-compensatory-mirt,3,1.5,1.0,0.11571238358673498,0.0880290424488451,0.14150996899871873,0.039470744680851065,0.9750653129206063,0.04255867686170212,1000
mmlu-pro,non-compensatory-mirt,3,1.5,1.5,0.1178516721925397,0.09540073666080083,0.14381000424737794,0.03636613475177305,0.9755555778896654,0.08407413563829788,1000
mmlu-pro,non-compensatory-mirt,3,1.5,2.0,0.12128091201247387,0.09921590336598987,0.1434343504157935,0.038453900709219856,0.9758242500495792,0.10950806183510639,1000
mmlu-pro,non-compensatory-mirt,3,2.0,0.5,0.14723024924986358,0.10361166033021085,0.20597503878546097,0.10800489054914911,0.9418095170016542,0.006009208692003681,786
mmlu-pro,non-compensatory-mirt,3,2.0,1.0,0.14036253842926708,0.10971668023651462,0.17500128523250713,0.04289627659574468,0.9700690695037456,0.03012400265957447,1000
mmlu-pro,non-compensatory-mirt,3,2.0,1.5,0.14191186312062629,0.11410104186351731,0.1695981643346306,0.036650709219858156,0.9708352795971955,0.06887807513297872,1000
mmlu-pro,non-compensatory-mirt,3,2.0,2.0,0.14407570060139568,0.11886540455394705,0.1721883160506246,0.0392145390070922,0.9700052594655905,0.09847157579787234,1000
mmlu-pro,non-compensatory-mirt,5,0.5,1.0,0.15132882825286417,0.11205294479272204,0.2256025598404255,0.4213660952251886,0.45782914772818556,0.0009155521581515111,628
mmlu-pro,non-compensatory-mirt,5,0.5,1.5,0.08250448459645501,0.06477381921808198,0.1023705448945576,0.23109308510638296,0.7687757466660543,0.0056327293882978725,1000
mmlu-pro,non-compensatory-mirt,5,0.5,2.0,0.06877669352315394,0.054012344366941564,0.08532411119367962,0.16436258865248227,0.8701412258279655,0.01295279255319149,1000
mmlu-pro,non-compensatory-mirt,5,1.0,1.0,0.18700132978723405,0.14358377659574467,0.23404255319148934,0.31221210791840315,0.6848774705984021,0.0008225488045624041,97
mmlu-pro,non-compensatory-mirt,5,1.0,1.5,0.1365295144846717,0.10806341518816584,0.16705900967830684,0.18154343971631207,0.8443997160996369,0.0034113198138297873,1000
mmlu-pro,non-compensatory-mirt,5,1.0,2.0,0.11962280628171865,0.09687134562797653,0.14523000924737095,0.11579875886524824,0.9202665671248561,0.00962250664893617,1000
mmlu-pro,non-compensatory-mirt,5,1.5,1.0,0.22381981382978722,0.1976323553856383,0.23625020777925532,0.2547872340425532,0.7932596694429966,0.0007064494680851064,10
mmlu-pro,non-compensatory-mirt,5,1.5,1.5,0.19073070103655212,0.15471366479511425,0.24069481382978727,0.1997479394287905,0.8273686068526264,0.0016893688901667625,925
mmlu-pro,non-compensatory-mirt,5,1.5,2.0,0.16745046038845907,0.13764248189039757,0.19757658883920537,0.11266843971631205,0.9147510394033578,0.00611186835106383,1000
mmlu-pro,non-compensatory-mirt,5,2.0,1.0,0.25714760638297873,0.25714760638297873,0.25714760638297873,0.2907801418439716,0.7326581948915386,0.0008311170212765958,1
mmlu-pro,non-compensatory-mirt,5,2.0,1.5,0.22677027925531915,0.1921144372582205,0.27267089044599013,0.20191944430134118,0.8405428625714405,0.0011355916104270774,413
mmlu-pro,non-compensatory-mirt,5,2.0,2.0,0.2074391366612111,0.17240447431188788,0.24550704699748038,0.13216963599077158,0.894230031369168,0.003327305231564556,996
mmlu-pro,rasch,1,0.5,0.5,0.0038637537229614383,0.0030942103798791997,0.004540317253411834,0.004469858156028369,0.9998697353224032,0.86094140625,1000
mmlu-pro,rasch,1,0.5,1.0,0.015582429913905085,0.012563396426223204,0.01819517912787832,0.00888031914893617,0.9995182614200901,0.5984462267287235,1000
mmlu-pro,rasch,1,0.5,1.5,0.028875094293100992,0.023171547886360278,0.03397524937882707,0.012059397163120567,0.9990981035110483,0.4351007313829787,1000
mmlu-pro,rasch,1,0.5,2.0,0.04038637136873434,0.03282515700619326,0.04787827777180037,0.014822695035460994,0.9986909811179585,0.33674983377659573,1000
mmlu-pro,rasch,1,1.0,0.5,0.004639104435008756,0.003922553627057929,0.007164432117113848,0.0020904255319148936,0.9999271492792234,0.8930401429521276,1000
mmlu-pro,rasch,1,1.0,1.0,0.02186885175545529,0.019542719994840106,0.024673669166334466,0.004152482269503546,0.9996362349755648,0.6528280418882979,1000
mmlu-pro,rasch,1,1.0,1.5,0.043269788065367035,0.03764326375548145,0.047952487465081316,0.00588741134751773,0.9991457861617208,0.48331582446808513,1000
mmlu-pro,rasch,1,1.0,2.0,0.0637202672913316,0.0549796919518313,0.07110775680014131,0.007024822695035461,0.9986527249852194,0.3788830618351064,1000
mmlu-pro,rasch,1,1.5,0.5,0.004212460324905756,0.0028539211270483525,0.009786428239769548,0.0013342198581560282,0.999917293374717,0.9262795877659574,1000
mmlu-pro,rasch,1,1.5,1.0,0.021956767786371775,0.018905328367640972,0.0287573356893007,0.0025328014184397164,0.9994000964953605,0.7165216090425532,1000
mmlu-pro,rasch,1,1.5,1.5,0.04586472306480158,0.04137098474400701,0.05193136737110466,0.0035336879432624115,0.9984840929349845,0.5467941323138298,1000
mmlu-pro,rasch,1,1.5,2.0,0.07002631938490979,0.06334416748453785,0.07696613150275691,0.004563829787234043,0.997256002968154,0.4327819980053192,1000
mmlu-pro,rasch,1,2.0,0.5,0.0035764551398833055,0.0017096225539459976,0.01336171031440114,0.0008129432624113475,0.9999060303776022,0.945692071143617,1000
mmlu-pro,rasch,1,2.0,1.0,0.01967054708586445,0.015168857305063012,0.030643639977970892,0.0018927304964539006,0.9993320349364686,0.7791721243351063,1000
mmlu-pro,rasch,1,2.0,1.5,0.04370163233323014,0.037338809943376274,0.05262283080162952,0.0028297872340425534,0.99809919700648,0.6123659408244682,1000
mmlu-pro,rasch,1,2.0,2.0,0.06887179091492562,0.06157650968780992,0.0772413821936246,0.0035124113475177303,0.9963107215329875,0.49020171210106384,1000
swebench-verified,compensatory-mirt,2,0.5,0.5,0.006000000000000005,0.004809957079766223,0.0073202460850111915,0.11068892380204243,0.9581425744554243,0.909198,1000
swebench-verified,compensatory-mirt,2,0.5,1.0,0.014269592476489013,0.011936113432123186,0.017144421001868703,0.20767893614633598,0.8317488032231473,0.630734,1000
swebench-verified,compensatory-mirt,2,0.5,1.5,0.020391843262694942,0.017123702358680944,0.02451367320622637,0.25239737403209517,0.7525519546911276,0.457144,1000
swebench-verified,compensatory-mirt,2,0.5,2.0,0.02539109359852393,0.021375773867709363,0.030885044929396574,0.2735008416563797,0.7132399814207324,0.35506,1000
swebench-verified,compensatory-mirt,2,1.0,0.5,0.004593220338983073,0.0035259875259875937,0.006153879310344794,0.0908579284030973,0.9736222577182942,0.94375,1000
swebench-verified,compensatory-mirt,2,1.0,1.0,0.011806401249024212,0.009623978201634907,0.015633644644298374,0.18423611266973405,0.8674369526139443,0.7093079999999999,1000
swebench-verified,compensatory-mirt,2,1.0,1.5,0.017251908396946514,0.014065436241610673,0.02234973649538866,0.2308230277185501,0.7904494028612118,0.530534,1000
swebench-verified,compensatory-mirt,2,1.0,2.0,0.02183756345177662,0.017660735765055086,0.029638327962764038,0.2592237683761643,0.7373930765876665,0.41749,1000
swebench-verified,compensatory-mirt,2,1.5,0.5,0.003628865979381418,0.002422399203583854,0.005053009834648218,0.0766278756592975,0.9825406319386457,0.963692,1000
swebench-verified,compensatory-mirt,2,1.5,1.0,0.009663743943468,0.007752328566189952,0.013213016756697163,0.16329087644484347,0.8970687064517212,0.7785980000000001,1000
swebench-verified,compensatory-mirt,2,1.5,1.5,0.01449282072320221,0.01134796238244512,0.020003896103896118,0.21197879025923017,0.8213683312970886,0.608876,1000
swebench-verified,compensatory-mirt,2,1.5,2.0,0.018260162601625995,0.014285023041474606,0.027094909344490936,0.242810795645831,0.7665627674776612,0.487522,1000
swebench-verified,compensatory-mirt,2,2.0,0.5,0.0028674159202297933,0.001975708502024329,0.00423768485466604,0.06512579957356077,0.9880627722063993,0.97562,1000
swebench-verified,compensatory-mirt,2,2.0,1.0,0.008089093701997008,0.0062985655292327174,0.011754579456303595,0.1445213780720458,0.920599644732171,0.829876,1000
swebench-verified,compensatory-mirt,2,2.0,1.5,0.012089915120126582,0.009150442477876108,0.018323944086886583,0.19338087756705197,0.8505990389982301,0.6769959999999999,1000
swebench-verified,compensatory-mirt,2,2.0,2.0,0.015581919300834274,0.01200000000000001,0.02443899474516169,0.22710043766131746,0.7942234527641421,0.5560539999999999,1000
swebench-verified,compensatory-mirt,3,0.5,0.5,0.0056236323851203696,0.0044805339346766435,0.0070114010303728375,0.10439490517338122,0.9632877360383972,0.9196259999999999,1000
swebench-verified,compensatory-mirt,3,0.5,1.0,0.013744181517187648,0.011595032353105786,0.016656638321217904,0.20253967007069915,0.8397711315930769,0.650134,1000
swebench-verified,compensatory-mirt,3,0.5,1.5,0.01983263305322125,0.016339643463497488,0.02400000000000002,0.24670699135899452,0.7630118453541519,0.47341,1000
swebench-verified,compensatory-mirt,3,0.5,2.0,0.024736800049173224,0.02033449572206371,0.029933537970409506,0.2716162046908316,0.7170164483064041,0.36593200000000004,1000
swebench-verified,compensatory-mirt,3,1.0,0.5,0.003894736842105284,0.002786514962803388,0.005296273291925523,0.07982729211087419,0.9806399121929621,0.9589099999999999,1000
swebench-verified,compensatory-mirt,3,1.0,1.0,0.010635097028712709,0.008574116665755005,0.013894021739130387,0.17140365839973065,0.8863001711818207,0.75018,1000
swebench-verified,compensatory-mirt,3,1.0,1.5,0.015840830449827037,0.012733689352541789,0.020592979242979256,0.22222477836382,0.8047306891458303,0.5724940000000001,1000
swebench-verified,compensatory-mirt,3,1.0,2.0,0.020055064410204576,0.016093580163043443,0.02622879742999149,0.24993547301088542,0.7555272841434052,0.453702,1000
swebench-verified,compensatory-mirt,3,1.5,0.5,0.0026448255053806435,0.0018989898989899543,0.004083660901467501,0.06082560879811469,0.9897952184271211,0.978598,1000
swebench-verified,compensatory-mirt,3,1.5,1.0,0.008242600871484373,0.006361233167966031,0.011270594912393047,0.14520659858601728,0.9201922290084014,0.831136,1000
swebench-verified,compensatory-mirt,3,1.5,1.5,0.012788579401066313,0.009651188441940357,0.01829383106152405,0.19292447536752327,0.8516889087906501,0.6691119999999999,1000
swebench-verified,compensatory-mirt,3,1.5,2.0,0.01644122880468915,0.012848865724938246,0.02309770692742043,0.22887251711367973,0.7918402042871223,0.544044,1000
swebench-verified,compensatory-mirt,3,2.0,0.5,0.0020404040404039536,0.00012014028056107352,0.00334959598982502,0.04839030411850522,0.9939277959829748,0.987688,1000
swebench-verified,compensatory-mirt,3,2.0,1.0,0.006449562568718509,0.004864090699639034,0.009263536636573616,0.11905790595892717,0.9485078906477049,0.886288,1000
swebench-verified,compensatory-mirt,3,2.0,1.5,0.010370259752013777,0.007832898172323797,0.015437303648983271,0.16966928515318144,0.8863985062273719,0.748168,1000
swebench-verified,compensatory-mirt,3,2.0,2.0,0.013625745133186068,0.010153405572755334,0.020382967032967093,0.20605992593423858,0.8296224119467868,0.630126,1000
swebench-verified,compensatory-mirt,5,0.5,0.5,0.004946236559139783,0.003781936151580327,0.0062609703426432335,0.09521041409493884,0.9707736980301175,0.936526,1000
swebench-verified,compensatory-mirt,5,0.5,1.0,0.012702555213148392,0.01057090307512645,0.015298224820901816,0.1913134328358209,0.857485574629254,0.683918,1000
swebench-verified,compensatory-mirt,5,0.5,1.5,0.01844117647058824,0.015592612704600934,0.02306151960784306,0.23937178767815062,0.7760017231415854,0.5031720000000001,1000
swebench-verified,compensatory-mirt,5,0.5,2.0,0.023242991090171167,0.019293014705882433,0.028480334557323565,0.2640310851756256,0.7310981051822738,0.392758,1000
swebench-verified,compensatory-mirt,5,1.0,0.5,0.002788504351345922,0.001959595959595939,0.004057825732068201,0.06274503422735944,0.9893249071798237,0.9773740000000001,1000
swebench-verified,compensatory-mirt,5,1.0,1.0,0.008846849532895995,0.006979956427015252,0.011464970876649678,0.15080114465267647,0.9140420633609853,0.813548,1000
swebench-verified,compensatory-mirt,5,1.0,1.5,0.01367177957409163,0.010959888061414692,0.01780805448273823,0.2039145999326675,0.8362554716854445,0.641912,1000
swebench-verified,compensatory-mirt,5,1.0,2.0,0.01794708750468821,0.014000000000000012,0.023629885057471357,0.23247806082370104,0.7863025722814426,0.516486,1000
swebench-verified,compensatory-mirt,5,1.5,0.5,0.001927710843373509,0.0,0.002650406504065006,0.040444955672764,0.9958097084231444,0.991452,1000
swebench-verified,compensatory-mirt,5,1.5,1.0,0.006209947449647424,0.004644740891316977,0.008484809922029669,0.11584681853888452,0.9522938797935859,0.8973580000000001,1000
swebench-verified,compensatory-mirt,5,1.5,1.5,0.010285034583646935,0.00781074211064766,0.014087271638215068,0.16794321624957917,0.8903387910489768,0.757752,1000
swebench-verified,compensatory-mirt,5,1.5,2.0,0.013763026159449882,0.010620783429618131,0.018870169008252818,0.20417102457636627,0.8342450337781632,0.634696,1000
swebench-verified,compensatory-mirt,5,2.0,0.5,0.00020481927710838677,0.0,0.0020327174180832016,0.024155089215576252,0.9981566790440738,0.9964379999999999,1000
swebench-verified,compensatory-mirt,5,2.0,1.0,0.004457143369047234,0.003166381987577571,0.00638110599078346,0.09039344630232297,0.9733560752031749,0.943922,1000
swebench-verified,compensatory-mirt,5,2.0,1.5,0.007951219512195129,0.005792191272467104,0.011390068116507635,0.13925822017730893,0.9264409209247114,0.840132,1000
swebench-verified,compensatory-mirt,5,2.0,2.0,0.010907482248377759,0.008127643081944285,0.015144544232062188,0.1768662327460442,0.8769298941978682,0.7320019999999999,1000
swebench-verified,non-compensatory-mirt,2,0.5,0.5,0.03663157894736849,0.030248437499999944,0.044773039742212674,0.11521422960386041,0.9418131783923771,0.26518400000000003,1000
swebench-verified,non-compensatory-mirt,2,0.5,1.0,0.03683055040197894,0.031049772579597158,0.043047979885555726,0.09926787117046347,0.9565538566697418,0.31848000000000004,1000
swebench-verified,non-compensatory-mirt,2,0.5,1.5,0.04215950920245398,0.03593546278726546,0.04900341726618706,0.10288508584895074,0.9542323671556607,0.30023,1000
swebench-verified,non-compensatory-mirt,2,0.5,2.0,0.048444293846570896,0.04153244912790695,0.05617868621936521,0.11276579508472674,0.9466091886375246,0.263004,1000
swebench-verified,non-compensatory-mirt,2,1.0,0.5,0.046125399266532655,0.03499758883248734,0.0621895604395604,0.0678519806980137,0.9768683124943512,0.246636,1000
swebench-verified,non-compensatory-mirt,2,1.0,1.0,0.05137756930536526,0.04191380490232674,0.062002173913043475,0.055630905622264616,0.9819285097342653,0.31437200000000004,1000
swebench-verified,non-compensatory-mirt,2,1.0,1.5,0.060217494089834483,0.051697509578544014,0.06994448198198194,0.057119851868477164,0.9811104880460909,0.31072000000000005,1000
swebench-verified,non-compensatory-mirt,2,1.0,2.0,0.06999999999999998,0.0604700480192077,0.08076147735280931,0.06190214341824711,0.9793833085802959,0.28056,1000
swebench-verified,non-compensatory-mirt,2,1.5,0.5,0.055357470511140205,0.03866340206185563,0.08090362953692116,0.05603243182583324,0.9822818371712476,0.22441,1000
swebench-verified,non-compensatory-mirt,2,1.5,1.0,0.06466666666666658,0.05033960720130941,0.07971990553306348,0.042606553697677026,0.9848207100473104,0.304224,1000
swebench-verified,non-compensatory-mirt,2,1.5,1.5,0.07482296792334159,0.06199918032786885,0.08965379861868417,0.04249534283469869,0.9833969763693422,0.31685800000000003,1000
swebench-verified,non-compensatory-mirt,2,1.5,2.0,0.08528213348877882,0.0740437148502812,0.09766821597252039,0.04567085624509033,0.9825190770889273,0.29885199999999995,1000
swebench-verified,non-compensatory-mirt,2,2.0,0.5,0.06200000000000004,0.038748231079265553,0.09162258064516117,0.053025025249691396,0.9842628395157769,0.20915,1000
swebench-verified,non-compensatory-mirt,2,2.0,1.0,0.07505572755417955,0.05604805153991199,0.0957923558897242,0.03773358770059477,0.9851371391212717,0.289352,1000
swebench-verified,non-compensatory-mirt,2,2.0,1.5,0.0857634391257007,0.06923214285714294,0.1031705584978333,0.03583301537425654,0.9829060072068879,0.320572,1000
swebench-verified,non-compensatory-mirt,2,2.0,2.0,0.09548893135849659,0.08088380471743938,0.11203464849354376,0.038390528560206486,0.9815127008696837,0.313232,1000
swebench-verified,non-compensatory-mirt,3,0.5,0.5,0.1525,0.13357777777777777,0.178375,0.42831893165750196,0.4793060780151837,0.017166666666666667,24
swebench-verified,non-compensatory-mirt,3,0.5,1.0,0.08828571428571425,0.07321605141727096,0.11267142857142858,0.27085299068566937,0.731607811119994,0.062256,1000
swebench-verified,non-compensatory-mirt,3,0.5,1.5,0.07268115942028988,0.06159227871939734,0.08616964285714289,0.21099091011109863,0.826738278217221,0.105382,1000
swebench-verified,non-compensatory-mirt,3,0.5,2.0,0.07096551724137926,0.05999827586206895,0.08366808510638298,0.1962441925709797,0.8499842351543003,0.120204,1000
swebench-verified,non-compensatory-mirt,3,1.0,0.5,0.16199999999999998,0.14472727272727268,0.17434999999999998,0.30273444806044963,0.7205899062372537,0.018,3
swebench-verified,non-compensatory-mirt,3,1.0,1.0,0.11711111111111111,0.09563845050215211,0.15266666666666667,0.19949389184273728,0.8469316493668224,0.04694282848545637,997
swebench-verified,non-compensatory-mirt,3,1.0,1.5,0.10233333333333337,0.08738695652173914,0.12112228081740278,0.13638009202109752,0.9157372543195589,0.093708,1000
swebench-verified,non-compensatory-mirt,3,1.0,2.0,0.10137003968253967,0.0879258091635141,0.11641122448979593,0.12161194029850746,0.9316001591102752,0.116778,1000
swebench-verified,non-compensatory-mirt,3,1.5,0.5,0.15150000000000002,0.14906590909090905,0.15847499999999998,0.24079789024800807,0.8395001349023055,0.0175,4
swebench-verified,non-compensatory-mirt,3,1.5,1.0,0.1494166666666667,0.12,0.188,0.1878515099534065,0.8674405170983095,0.032967532467532465,924
swebench-verified,non-compensatory-mirt,3,1.5,1.5,0.13135087719298244,0.11165957446808512,0.15399999999999994,0.11656862305016272,0.9291646310355807,0.076572,1000
swebench-verified,non-compensatory-mirt,3,1.5,2.0,0.12906787330316738,0.1113821339260906,0.14700131578947367,0.09790753001907754,0.9447991568222095,0.107058,1000
swebench-verified,non-compensatory-mirt,3,2.0,1.0,0.16799999999999998,0.13600000000000004,0.1996444444444444,0.1854948210929024,0.8828301305360878,0.025487352445193928,593
swebench-verified,non-compensatory-mirt,3,2.0,1.5,0.15437437437437432,0.1315375,0.18400714285714284,0.11639961844910784,0.9280932594969515,0.058598,1000
swebench-verified,non-compensatory-mirt,3,2.0,2.0,0.15127787307032592,0.13214444444444443,0.17388529411764705,0.09081337672539559,0.944775742920446,0.09204000000000001,1000
swebench-verified,non-compensatory-mirt,5,0.5,1.5,0.14300000000000002,0.13920000000000002,0.1544,0.45860920959114204,0.4403581439362592,0.016,3
swebench-verified,non-compensatory-mirt,5,0.5,2.0,0.14883333333333335,0.12363888888888887,0.212,0.42136028789403307,0.5072744220359388,0.018177966101694917,236
swebench-verified,non-compensatory-mirt,5,1.0,2.0,0.19822222222222222,0.16353636363636365,0.22799999999999998,0.3376463061122471,0.6634967549543809,0.01742857142857143,77
swebench-verified,non-compensatory-mirt,5,1.5,2.0,0.222,0.20000000000000004,0.2278,0.2986196835372012,0.7194711052173857,0.0164,5
swebench-verified,rasch,1,0.5,0.5,0.006589278685420752,0.005194577274080699,0.007935726911179868,0.02168533273482213,0.9983167195298349,0.900046,1000
swebench-verified,rasch,1,0.5,1.0,0.019845635845635798,0.01677395860459276,0.023507492878868365,0.046432386937492985,0.990969768435554,0.6142920000000001,1000
swebench-verified,rasch,1,0.5,1.5,0.03381042228212036,0.02899875565610857,0.03908797195253502,0.06389305352934575,0.9826385680152984,0.439324,1000
swebench-verified,rasch,1,0.5,2.0,0.04617751479289947,0.03974597701149422,0.052883954951001975,0.07774189204354169,0.9745642773491042,0.33955799999999997,1000
swebench-verified,rasch,1,1.0,0.5,0.00526405757984702,0.003902256061660364,0.006889760348583931,0.009572999663337448,0.9996857512697419,0.934184,1000
swebench-verified,rasch,1,1.0,1.0,0.02250729259684485,0.01886973365617435,0.026390441045175815,0.021980249130288405,0.9978169882830693,0.673296,1000
swebench-verified,rasch,1,1.0,1.5,0.043813021040095296,0.03871712886913389,0.04956065509845973,0.0311051509370441,0.9953204800877747,0.492168,1000
swebench-verified,rasch,1,1.0,2.0,0.06376800976800973,0.05616569843512851,0.0714550928129462,0.0381944787341488,0.9928507383852458,0.38352800000000004,1000
swebench-verified,rasch,1,1.5,0.5,0.003754135450684065,0.002292595996224729,0.006334905488083226,0.005606217035125126,0.9998959187893947,0.96232,1000
swebench-verified,rasch,1,1.5,1.0,0.020769230769230845,0.01716379803112092,0.024889194139194097,0.013930198630905622,0.9989381508756604,0.743702,1000
swebench-verified,rasch,1,1.5,1.5,0.044465501792114726,0.038654884802835625,0.05054848484848486,0.02020289529794636,0.9971596846134012,0.5581699999999999,1000
swebench-verified,rasch,1,1.5,2.0,0.06841444372153552,0.06091346801346806,0.0763136521024043,0.02498215688474919,0.9950789237039965,0.439232,1000
swebench-verified,rasch,1,2.0,0.5,0.002323497756362508,0.0011829979879275725,0.005057272012578648,0.0034587588373919875,0.9999622806071339,0.9811279999999999,1000
swebench-verified,rasch,1,2.0,1.0,0.017507392032626967,0.013089539642224307,0.024033107021618698,0.010322298283020986,0.9993307402649788,0.8083819999999999,1000
swebench-verified,rasch,1,2.0,1.5,0.04065079365079363,0.03430688622754492,0.0473031007751938,0.014973628100101,0.9977916016882997,0.631212,1000
swebench-verified,rasch,1,2.0,2.0,0.06578249426373331,0.05721685267857147,0.07334561056627652,0.01909998877791494,0.9954537056140326,0.49977,1000
